department;municipality;dane code;dane code dept;longitude;latitude;node;region
META;PUERTO RICO;50590;50;-73,206314;2,939621;Con Nodo;Región2
HUILA;ISNOS;41359;41;-76,217637;1,929467;Con Nodo;Región1
META;SAN CARLOS DE GUAROA;50680;50;-73,242253;3,71065;Con Nodo;Región2
CALDAS;VITERBO;17877;17;-75,87061;5,062664;Con Nodo;Región2
META;RESTREPO;50606;50;-73,565408;4,259556;Con Nodo;Región1
CAUCA;EL TAMBO;19256;19;-76,810911;2,451409;Sin Nodo;Región2
BOYACA;RAMIRIQUI;15599;15;-73,334839;5,400303;Con Nodo;Región1
ANTIOQUIA;SONSON;5756;5;-75,309596;5,714851;Con Nodo;Región2
CUNDINAMARCA;TOCANCIPA;25817;25;-73,91207;4,964641;Con Nodo;Región1
CUNDINAMARCA;GACHANCIPA;25295;25;-73,873464;4,990947;Con Nodo;Región1
SANTANDER;CERRITO;68162;68;-72,694851;6,840405;Con Nodo;Región2
CUNDINAMARCA;NOCAIMA;25491;25;-74,379093;5,069466;Con Nodo;Región1
META;VISTAHERMOSA;50711;50;-73,750966;3,125579;Con Nodo;Región2
HUILA;AIPE;41016;41;-75,239017;3,223996;Con Nodo;Región1
CHOCO;EL CARMEN DE ATRATO;27245;27;-76,142112;5,899789;Con Nodo;Región3
SANTANDER;SAN VICENTE DE CHUCURI;68689;68;-73,411024;6,880383;Con Nodo;Región1
CASANARE;RECETOR;85279;85;-72,760991;5,229181;Con Nodo;Región3
SANTANDER;EL PEÑON;68250;68;-73,815532;6,05537;Con Nodo;Región1
TOLIMA;DOLORES;73236;73;-74,896761;3,539072;Con Nodo;Región3
TOLIMA;RONCESVALLES;73622;73;-75,605959;4,011567;Con Nodo;Región3
BOYACA;RAQUIRA;15600;15;-73,632543;5,539136;Con Nodo;Región2
SANTANDER;CHARTA;68169;68;-72,968798;7,28082;Con Nodo;Región2
CASANARE;PORE;85263;85;-71,99286;5,72773;Con Nodo;Región3
BOYACA;SAN LUIS DE GACENO;15667;15;-73,168076;4,81976;Con Nodo;Región2
NORTE DE SANTANDER;VILLA CARO;54871;54;-72,973601;7,914244;Con Nodo;Región1
SANTANDER;SAN MIGUEL;68686;68;-72,644123;6,575315;Con Nodo;Región2
SANTANDER;ENCISO;68266;68;-72,699647;6,668034;Con Nodo;Región2
SANTANDER;SAN JOSE DE MIRANDA;68684;68;-72,733616;6,658995;Con Nodo;Región2
SANTANDER;MOLAGAVITA;68468;68;-72,809175;6,67432;Con Nodo;Región2
BOYACA;COVARACHIA;15218;15;-72,738978;6,500177;Con Nodo;Región2
SANTANDER;CARCASI;68152;68;-72,627099;6,629016;Con Nodo;Región2
ANTIOQUIA;ARGELIA;5055;5;-75,14107;5,731474;Con Nodo;Región1
BOYACA;COPER;15212;15;-74,045636;5,475074;Con Nodo;Región3
HUILA;RIVERA;41615;41;-75,258753;2,777586;Con Nodo;Región1
BOYACA;BOAVITA;15097;15;-72,584905;6,330703;Con Nodo;Región2
BOYACA;EL ESPINO;15248;15;-72,497007;6,483027;Con Nodo;Región3
BOYACA;GUICAN;15332;15;-72,411763;6,462864;Con Nodo;Región3
BOYACA;SUSACON;15774;15;-72,690289;6,230332;Con Nodo;Región3
BOYACA;EL COCUY;15244;15;-72,444537;6,407738;Con Nodo;Región1
BOYACA;GUACAMAYAS;15317;15;-72,500812;6,459667;Con Nodo;Región3
BOYACA;CHITA;15183;15;-72,471892;6,187083;Con Nodo;Región1
SANTANDER;MALAGA;68432;68;-72,732089;6,703081;Con Nodo;Región2
CASANARE;NUNCHIA;85225;85;-72,195323;5,636474;Con Nodo;Región3
SANTANDER;JESUS MARIA;68368;68;-73,783396;5,876497;Con Nodo;Región2
CUNDINAMARCA;UBAQUE;25841;25;-73,933477;4,483788;Con Nodo;Región1
BOLIVAR;MORALES;13473;13;-73,868172;8,276558;Con Nodo;Región1
CUNDINAMARCA;CABRERA;25120;25;-74,484549;3,985164;Con Nodo;Región1
BOYACA;LA VICTORIA;15401;15;-74,234393;5,523792;Con Nodo;Región1
BOYACA;NUEVO COLON;15494;15;-73,456759;5,355317;Con Nodo;Región2
BOLIVAR;MONTECRISTO;13458;13;-74,471176;8,297234;Con Nodo;Región1
SANTANDER;OIBA;68500;68;-73,299791;6,26521;Con Nodo;Región1
SANTANDER;SUAITA;68770;68;-73,44165;6,101329;Con Nodo;Región2
SANTANDER;GALAN;68296;68;-73,287769;6,638423;Con Nodo;Región2
SANTANDER;CONTRATACION;68211;68;-73,474426;6,290561;Con Nodo;Región2
SANTANDER;PALMAS DEL SOCORRO;68524;68;-73,287764;6,406139;Con Nodo;Región2
CESAR;RIO DE ORO;20614;20;-73,386393;8,292292;Con Nodo;Región1
BOYACA;TASCO;15790;15;-72,781011;5,909821;Con Nodo;Región3
CUNDINAMARCA;GUATAVITA;25326;25;-73,83293;4,935211;Con Nodo;Región1
CUNDINAMARCA;NIMAIMA;25489;25;-74,38604;5,125992;Con Nodo;Región3
CUNDINAMARCA;UTICA;25851;25;-74,483154;5,19055;Con Nodo;Región1
CUNDINAMARCA;CAPARRAPI;25148;25;-74,491045;5,34758;Con Nodo;Región1
CUNDINAMARCA;CUCUNUBA;25224;25;-73,766113;5,249795;Con Nodo;Región1
CUNDINAMARCA;GACHETA;25297;25;-73,636377;4,816411;Con Nodo;Región1
CUNDINAMARCA;SUTATAUSA;25781;25;-73,853159;5,247482;Con Nodo;Región1
CUNDINAMARCA;CARMEN DE CARUPA;25154;25;-73,901357;5,349119;Con Nodo;Región1
CUNDINAMARCA;CHOCONTA;25183;25;-73,683533;5,145224;Sin Nodo;Región1
CUNDINAMARCA;FUQUENE;25288;25;-73,795855;5,403997;Con Nodo;Región1
CUNDINAMARCA;LA PALMA;25394;25;-74,391022;5,358816;Con Nodo;Región1
CUNDINAMARCA;MANTA;25436;25;-73,540444;5,009008;Con Nodo;Región1
CUNDINAMARCA;SAN CAYETANO;25653;25;-74,024754;5,332938;Con Nodo;Región2
CUNDINAMARCA;SUESCA;25772;25;-73,798227;5,103495;Con Nodo;Región1
CUNDINAMARCA;SUPATA;25777;25;-74,235403;5,06162;Con Nodo;Región3
CUNDINAMARCA;VILLAPINZON;25873;25;-73,595704;5,216393;Con Nodo;Región1
BOLIVAR;TURBANA;13838;13;-75,44265;10,274585;Con Nodo;Región1
CHOCO;BAGADO;27073;27;-76,416063;5,409681;Con Nodo;Región3
CAQUETA;EL DONCELLO;18247;18;-75,283631;1,679951;Con Nodo;Región1
CAUCA;INZA;19355;19;-76,063503;2,549183;Con Nodo;Región2
CAQUETA;LA MONTAÑITA;18410;18;-75,436408;1,479173;Con Nodo;Región1
TOLIMA;FLANDES;73275;73;-74,818763;4,276373;Con Nodo;Región1
CAQUETA;MORELIA;18479;18;-75,724146;1,486611;Con Nodo;Región2
QUINDIO;QUIMBAYA;63594;63;-75,765074;4,624387;Sin Nodo;Región1
CESAR;MANAURE;20443;20;-73,029472;10,390776;Con Nodo;Región1
META;CABUYARO;50124;50;-72,791768;4,286705;Con Nodo;Región3
SANTANDER;SURATA;68780;68;-72,984232;7,36658;Con Nodo;Región3
TOLIMA;VALLE DE SAN JUAN;73854;73;-75,115669;4,197494;Con Nodo;Región3
CAUCA;CALOTO;19142;19;-76,408941;3,034531;Con Nodo;Región2
BOYACA;CALDAS;15131;15;-73,865553;5,55458;Con Nodo;Región1
TOLIMA;ICONONZO;73352;73;-74,531969;4,176487;Con Nodo;Región3
CASANARE;HATO COROZAL;85125;85;-71,764213;6,154099;Con Nodo;Región2
META;CUBARRAL;50223;50;-73,837999;3,793653;Con Nodo;Región2
BOYACA;CAMPOHERMOSO;15135;15;-73,104173;5,031676;Con Nodo;Región3
LA GUAJIRA;HATONUEVO;44378;44;-72,75904;11,068864;Con Nodo;Región1
BOLIVAR;SOPLAVIENTO;13760;13;-75,136404;10,38839;Con Nodo;Región1
NORTE DE SANTANDER;TOLEDO;54820;54;-72,481915;7,307692;Con Nodo;Región2
BOYACA;MONGUA;15464;15;-72,79809;5,754242;Con Nodo;Región2
BOYACA;PAYA;15533;15;-72,423775;5,625699;Con Nodo;Región3
NORTE DE SANTANDER;DURANIA;54239;54;-72,658491;7,714804;Con Nodo;Región3
TOLIMA;CASABIANCA;73152;73;-75,120966;5,078465;Con Nodo;Región3
META;SAN JUANITO;50686;50;-73,676699;4,458181;Con Nodo;Región3
BOYACA;TENZA;15798;15;-73,421176;5,076781;Con Nodo;Región2
BOYACA;TURMEQUE;15835;15;-73,491825;5,323261;Con Nodo;Región3
TOLIMA;CUNDAY;73226;73;-74,692227;4,059259;Con Nodo;Región3
CASANARE;SAN LUIS DE PALENQUE;85325;85;-71,732198;5,422397;Con Nodo;Región2
NORTE DE SANTANDER;LA PLAYA;54398;54;-73,239986;8,21124;Con Nodo;Región2
TOLIMA;SAN LUIS;73678;73;-75,095804;4,133721;Con Nodo;Región2
BOYACA;MIRAFLORES;15455;15;-73,14563;5,196515;Con Nodo;Región1
BOYACA;PAZ DE RIO;15537;15;-72,749137;5,987645;Con Nodo;Región1
CUNDINAMARCA;CACHIPAY;25123;25;-74,435711;4,730957;Con Nodo;Región1
BOYACA;CERINZA;15162;15;-72,947918;5,955939;Con Nodo;Región1
CUNDINAMARCA;LENGUAZAQUE;25407;25;-73,711512;5,306131;Con Nodo;Región1
CUNDINAMARCA;UNE;25845;25;-74,025183;4,40245;Con Nodo;Región1
BOLIVAR;SAN JACINTO;13654;13;-75,12105;9,830275;Con Nodo;Región1
BOLIVAR;SIMITI;13744;13;-73,947264;7,953916;Con Nodo;Región2
BOLIVAR;ARENAL;13042;13;-73,941099;8,458865;Con Nodo;Región1
NORTE DE SANTANDER;HACARI;54344;54;-73,145997;8,321506;Con Nodo;Región2
SANTANDER;ZAPATOCA;68895;68;-73,268034;6,814387;Con Nodo;Región2
SANTANDER;MACARAVITA;68425;68;-72,593105;6,50658;Con Nodo;Región3
BOLIVAR;ARROYOHONDO;13062;13;-75,019215;10,250075;Con Nodo;Región1
BOYACA;PISBA;15550;15;-72,486023;5,72141;Con Nodo;Región3
CHOCO;CERTEGUI;27160;27;-76,607619;5,371373;Con Nodo;Región3
CAQUETA;SOLITA;18785;18;-75,619902;0,87654;Con Nodo;Región3
BOYACA;MACANAL;15425;15;-73,319593;4,972464;Con Nodo;Región2
NARIÑO;SAMANIEGO;52678;52;-77,594341;1,335438;Con Nodo;Región1
BOYACA;LABRANZAGRANDE;15377;15;-72,57777;5,562687;Con Nodo;Región3
META;PUERTO LLERAS;50577;50;-73,37385;3,272117;Con Nodo;Región2
BOYACA;TIBANA;15804;15;-73,396457;5,317251;Con Nodo;Región2
SANTANDER;GUADALUPE;68320;68;-73,419292;6,245847;Con Nodo;Región2
BOYACA;UMBITA;15842;15;-73,456917;5,221176;Con Nodo;Región2
SANTANDER;EL CARMEN DE CHUCURI;68235;68;-73,51066;6,700038;Con Nodo;Región2
BOYACA;SOMONDOCO;15761;15;-73,433393;4,985726;Con Nodo;Región3
CAQUETA;VALPARAISO;18860;18;-75,70671;1,194619;Con Nodo;Región3
SANTANDER;LANDAZURI;68385;68;-73,811359;6,218812;Con Nodo;Región2
TOLIMA;SALDAÑA;73671;73;-75,016852;3,929815;Con Nodo;Región1
VALLE DEL CAUCA;EL AGUILA;76243;76;-76,042779;4,906062;Con Nodo;Región1
CUNDINAMARCA;CHIPAQUE;25178;25;-74,044876;4,442671;Con Nodo;Región1
SANTANDER;LA BELLEZA;68377;68;-73,965494;5,85925;Con Nodo;Región2
PUTUMAYO;VALLE DEL GUAMUEZ;86865;86;-76,906751;0,423506;Con Nodo;Región2
CUNDINAMARCA;PANDI;25524;25;-74,486641;4,190393;Con Nodo;Región1
TOLIMA;COYAIMA;73217;73;-75,193862;3,798036;Con Nodo;Región2
TOLIMA;PRADO;73563;73;-74,927447;3,750939;Con Nodo;Región2
BOYACA;SAN PABLO DE BORBUR;15681;15;-74,069963;5,650743;Con Nodo;Región3
